token	lemma
théories	théorie
expériences	expérience
monde	mond
industriel	industriel
international	international
largement	largement
travers	travers
publications	publication
destination	destination
grand	grand
public	public
grâce	grâce
partenariat	partenariat
établi	établir
université	université
constructeur	constructeur
automobile	automobile
français	français
notamment	notamment
travers	travers
institut	institut
electronique	electroniqu
fondamentale	fondamental
université	université
paris	pari
sudcnrs	sudcnr
chercheurs	chercheur
université	université
paris-sud	paris-sud
ingénieurs	ingénieur
psa	psa
étudiants	étudiant
master	master
doctorat	doctorat
vont	aller
pouvoir	pouvoir
bénéficier	bénéficier
conditions	condition
exceptionnelles	exceptionnel
formation	formation
chaire	chaire
psa	psa
peugeot	peugeot
citroën	citroën
optoélectronique	optoélectronique
photonique	photonique
mise	mettre
place	place
travers	travers
université	université
psa	psa
peugeot	peugeot
citroën	citroën
créée	créée
2010	2010
développer	développer
professionnalisation	professionnalisation
ses	son
salariés	salarier
management	managemer
transmission	transmission
valeurs	valeur
groupe	groupe
côté	côté
fondation	fondation
paris-sud	paris-sud
université	université
signe	signe
ici	ici
première	premier
action	action
envergure	envergure
promouvoir	promouvoir
meilleur	meilleur
enseignement	enseignement
supérieur	supérieur
profit	profit
ensemble	ensembl
société	société
diffusion	diffusion
savoirs	savoir
innovation	innovation
ascension	ascension
sociale	social
colloque	colloqu
opaline	opalin
jours	jour
autour	autour
développement	développemer
préférences	préférence
alimentaires	alimentaire
chez	chez
enfant	enfant
evénement	evénement
colloque	colloqu
opaline	opalin
jours	jour
autour	autour
développement	développemer
préférences	préférence
alimentaires	alimentaire
chez	chez
enfant	enfant
18	18
19	19
octobre	octobre
prochain	prochain
dijon	dijon
centre	centre
sciences	science
goût	goût
alimentation	alimentation
csga	csger
tiendra	tiendra
colloque	colloqu
consacré	consacrer
programme	programm
opaline	opalin
jours	jour
seront	être
occasion	occasion
bien	bien
chercheurs	chercheur
industriels	industriel
voire	voire
représentants	représentant
associations	association
avoir	avoir
échanges	échange
autour	autour
question	question
développement	développemer
préférences	préférence
alimentaires	alimentaire
chez	chez
enfant	enfant
cohorte	cohorte
314	314
enfants	enfant
suivi	suivre
préférences	préférence
alimentaires	alimentaire
conduit	conduire
depuis	depuis
naissance	naissance
ans	an
poursuivi	poursuivre
depuis	depuis
3	3
4	4
6	6
ans	an
sera	être
bientôt	bientôt
8	8
ans	an
cela	celer
permis	permettre
collecter	collecter
énorme	énorme
quantité	quantité
données	donnée
aboutir	aboutir
résultats	résultat
marquants	marquant
dizaine	dizaine
publications	publication
revues	revoir
scientifiques	scientifique
internationales	international
autant	autant
préparation	préparation
thèses	thèse
déjà	déjà
soutenue	soutenir
celle	celui
camille	camille
schwartz	schwartz
seconde	second
celle	celui
sandra	sandrer
wagner	wagner
alors	alors
troisième	troisième
commencera	commencera
octobre	octobr
prochain	prochain
opaline	opalin
moisson	moisson
bonne	bon
sophie	sophie
nicklaus	nicklaus
chargée	charger
inra	inrer
csga	csger
coordonne	coordonn
observatoire	observatoir
préférences	préférence
alimentaires	alimentaire
nourrisson	nourrisson
enfant	enfant
ne	ne
peut-elle	peut-ell
satisfaite	satisfaire
résultats	résultat
obtenus	obtenir
cadre	cadre
projet	projet
initié	initier
dès	dès
2005	2005
auquel	auquel
participé	participer
vingtaine	vingtaine
personnes	personne
nous	nous
comprenons	comprendre
mieux	mieux
rôle	rôl
facteurs	facteur
sensoriels	sensoriel
réactivité	réactivité
olfactive	olfactif
gustative	gustatif
rapport	rapport
rôle	rôl
joue	joue
expérience	expérience
reçue	recevoir
enfant	enfant
termes	terme
alimentation	alimentation
celui	celui
joué	jouer
parents	parent
désormais	désormais
nous	nous
avons	avoir
vision	vision
fine	fin
pointue	pointu
résume	résumer
chercheuse	chercheur
dijonnaise	dijonnais
celle-ci	celui-ci
précise	préciser
existe	exister
sans	sans
doute	doute
interactions	interaction
fines	fin
enfant	enfer
ses	son
parents	parent
autour	autour
alimentation	alimentation
interactions	interaction
mettent	mettre
place	place
tôt	tôt
pendant	pendant
période	période
alimentation	alimentation
lactée	lacté
sans	sans
doute	doute
encore	encore
clairement	clairement
partir	partir
diversification	diversification
moment	moment
repas	repa
signaux	signal
échangés	échanger
enfant	enfer
ses	son
parents	parent
or	or
signaux	signal
échappent	échapper
probablement	probablement
analyse	analyse
consciente	conscient
certainement	certainement
révélateurs	révélateur
réalité	réalité
nous	nous
parvenons	parvenir
difficilement	difficilemer
enregistrer	enregistrer
suivi	suivre
cohorte	cohorte
explique-t-elle	explique-t-ell
cinq	cinq
ans	an
auront	avoir
nécessaires	nécessaire
mener	mener
bien	bien
programme	programme
labellisé	labellisé
vitagora	vitagorer
réalisé	réaliser
cadre	cadre
programme	programm
national	national
recherches	recherche
alimentation	alimentation
nutrition	nutrition
pnra	pnrer
agence	agence
nationale	national
anr	anr
soutenu	soutenir
particulier	particulier
conseil	conseil
régional	régional
bourgogne	bourgogne
bâtir	bâtir
cohorte	cohorte
314	314
enfants	enfant
n	n
pas	pas
mince	mince
affaire	affaire
rappelle	rappell
sophie	sophie
nicklaus	nicklaus
enfants	enfant
parents	parent
totalement	totalement
impliqués	impliquer
expérience	expérience
relativement	relativement
lourde	lourd
tient-elle	tient-ell
souligner	souligner
ailleurs	ailleurs
cela	celer
durant	durer
seconde	second
journée	journée
colloque	colloque
octobre	octobre
prochain	prochain
résultats	résultat
concernant	concerner
formation	formation
préférences	préférence
alimentaires	alimentaire
chez	chez
enfants	enfant
âge	âge
ans	an
seront	être
présentés	présenter
spécifiquement	spécifiquement
tous	tout
parents	parent
participé	participer
opaline	opalin
certains	certain
eux	lui
souhaité	souhaiter
poursuivre	poursuivre
expérience	expérience
leur	son
deuxième	deuxième
enfant	enfant
trouvant	trouver
cela	celer
leur	son
permettait	permettre
avoir	avoir
autre	autre
regard	regard
leur	son
enfant	enfant
impliquer	impliquer
davantage	davantage
parentalité	parentalité
indique	indique
chercheuse	chercheur
csga	csger
dire	dire
retombées	retomber
programme	programm
opaline	opalin
vont	aller
bien	bien
au-delà	au-delà
cadre	cadre
scientifique	scientifique
on	on
comprend	comprendre
dès	dès
lors	lors
pourquoi	pourquoi
industriels	industriel
secteur	secteur
certains	certain
soutenu	soutenu
programme	programme
dès	dès
lancement	lancement
restent	rester
attentifs	attentif
résultats	résultat
obtenus	obtenir
chercheurs	chercheur
csga	csger
je	je
trouve	trouver
cela	celer
intéressant	intéressant
nos	notre
résultats	résultat
puissent	pouvoir
repris	reprendre
directement	directement
industriels	industriel
alimentation	alimentation
afin	afin
améliorer	améliorer
leur	son
offre	offre
marché	marché
conclut	conclure
sophie	sophie
nicklaus	nicklaus
journées	journer
autour	autour
textiles	textile
inauguration	inauguration
ceti	ceti
evénement	evénement
journées	journer
autour	autour
textiles	textile
inauguration	inauguration
ceti	ceti
10	10
octobre	octobre
2012	2012
roubaix	roubaix
sera	être
inauguré	inaugurer
centre	centre
européen	européen
textiles	textile
innovants	innovant
ceti	ceti
occasion	occasion
seront	être
remis	remettre
prix	prix
futurotextiles	futurotextile
awards	award
2012	2012
lille	lill
design	design
présentés	présenter
résultats	résultat
étude	étude
scénarii	scénarii
2030	2030
état	état
vision	vision
matériaux	matérial
textiles	textile
avancés	avancer
réalisée	réaliser
observatoire	observatoir
textiles	textile
techniques	technique
institut	institut
français	français
mode	mode
ifm	ifm
celle-ci	celui-ci
porte	porte
ensemble	ensemble
matériaux	matériau
souples	souple
innovants	innovant
contenant	contenir
textiles	textile
techniques	technique
postulat	postulat
2030	2030
textile	textile
sera	être
partout	partout
egalement	egalement
programme	programme
journée	journée
table	table
ronde	rond
ayant	avoir
sujet	sujet
pourquoi	pourquoi
ceti	ceti
journée	journée
achèvera	achever
inauguration	inauguration
officielle	officiel
bâtiment	bâtiment
visite	visite
équipements	équipement
high	high
tech	tech
ceti	ceti
vernissage	vernissage
nouvelle	nouveau
exposition	exposition
futurotextiles	futurotextile
3	3
lille	lill
3000	3000
lendemain	lendemain
11	11
octobre	octobre
ceti	ceti
proposera	proposer
3	3
forums	forum
organisés	organiser
partenariat	partenariat
up-tex	up-tex
clubtex	clubtex
thématiques	thématique
nouvelles	nouveau
technologies	technologie
nouvelles	nouveau
fibres	fibre
nouveaux	nouveau
marchés	marché
management	managemer
innovation	innovation
enfin	enfin
effets	effet
barrières	barrière
notamment	notamment
filtration	filtration
isolation	isolation
seconde	second
journée	journée
grâce	grâce
laquelle	lequel
seront	être
explorées	explorer
solutions	solution
proposées	proposer
ceti	ceti
répondre	répondre
problématiques	problématique
actuelles	actuel
futures	futur
enfin	enfin
dès	dès
13	13
octobre	octobre
30	30
décembre	décembre
2012	2012
différents	différent
événements	événement
visites	visite
seront	être
proposés	proposer
exemple	exemple
journées	journer
portes	porte
ouvertes	ouvert
visites	visite
guidées	guidée
ceti	ceti
combinées	combiner
découverte	découverte
exposition	exposition
futurotextiles	futurotextile
3	3
parallèle	parallèle
espace	espace
rencontre	rencontre
cetilab	cetilab
sera	être
occasion	occasion
organiser	organiser
rendez-vous	rendez-vous
affaires	affaire
favorise	favoriser
échanges	échange
économiques	économique
culturels	culturel
institutionnels	institutionnel
4ème	4ème
forum	forum
plastipolis	plastipolis
rendez-vous	rendez-vous
innovation	innovation
plasturgie	plasturgie
evénement	evénement
4ème	4èm
forum	forum
plastipolis	plastipolis
rendez-vous	rendez-vous
innovation	innovation
plasturgie	plasturgie
18	18
19	19
septembre	septembre
2012	2012
lyon	lyon
déroulera	dérouler
4ème	4èm
édition	édition
forum	forum
plastipolis	plastipolis
occasion	occasion
1er	premier
pôle	pôle
compétitivité	compétitivité
français	français
plasturgie	plasturgie
plastipolis	plastipolis
présenter	présenter
perspectives	perspective
nouveaux	nouveau
enjeux	enjeu
secteur	secteur
france	france
international	international
débats	débat
workshops	workshop
rencontres	rencontre
networking	networking
conférences	conférence
tables	table
rondes	ronde
rythmeront	rythmer
journées	journer
programme	programm
débats	débat
portant	porter
grands	grand
enjeux	enjeux
technologiques	technologique
européens	européen
mardi	mardi
clés	cler
performance	performanc
industrielle	industriel
innovation	innovation
durable	durable
mercredi	mercredi
autre	autre
temps	temps
fort	fort
événement	événement
trophées	tropher
plasturgiste	plasturgist
2012	2012
décernés	décerné
plastiques	plastique
caoutchoucs	caoutchouc
magazine	magazin
mercredi	mercredi
19	19
septembre	septembre
instituts	institut
carnot	carnot
entreprises	entreprendre
lire	lire
instituts	institut
carnot	carnot
entreprises	entreprise
2006	2006
france	france
dotait	doter
dispositif	dispositif
destiné	destiner
mettre	mettre
disposition	disposition
ses	son
entreprises	entreprise
capacités	capacité
sa	son
publique	public
cadre	cadre
structuré	structurer
professionnel	professionnel
réseau	réseau
instituts	institut
carnot	carnot
nombre	nombre
34	34
membres	membre
dispositif	dispositif
tous	tout
engagés	engager
développer	développer
partenariats	partenariat
transferts	transfert
technologies	technologier
vers	vers
entreprises	entreprise
comptent	compter
moitié	moitier
partenariats	partenariat
directs	direct
publics	public
français	français
entreprises	entreprise
privées	privé
tous	tout
secteurs	secteur
activité	activité
illustrer	illustrer
engagement	engagement
quotidien	quotidien
chercheurs	chercheur
instituts	institut
auprès	auprès
leurs	leur
partenaires	partenaire
industriels	industriel
ouvrage	ouvrage
montrant	montrer
réalisations	réalisation
récentes	récent
directement	directement
tirées	tirer
réseau	réseau
vient	venir
publié	publier
celui-ci	celui-ci
rassemble	rassembler
60	60
histoires	histoire
partenariat	partenariat
instituts	institut
carnot	carnot
entreprises	entreprise
mettant	mettre
accent	accent
apport	apport
menée	mener
leurs	leur
innovation	innovation
entreprises	entreprise
gain	gain
entreprise	entreprendre
termes	terme
positionnement	positionnemer
concurrentiel	concurrentiel
gains	gain
parts	part
marchés	marché
60	60
exemples	exemple
retenus	retenir
choisis	choisir
manière	manière
couvrir	couvrir
plupart	plupart
secteurs	secteur
activité	activité
notre	notre
économie	économie
vers	vers
démocratisation	démocratisation
calcul	calcul
intensif	intensif
supercalculateur	supercalculateur
curie	curie
vers	vers
démocratisation	démocratisation
calcul	calcul
intensif	intensif
supercalculateur	supercalculateur
curie	curie
12	12
juillet	juillet
geneviève	genevièv
fioraso	fioraso
ministre	ministre
enseignement	enseignement
supérieur	supérieur
inaugurait	inaugurer
curie	curie
supercalculateur	supercalculateur
conçu	concevoir
entreprise	entreprise
française	français
bull	bull
compte	compte
genci	genci
grand	grand
equipement	equipement
national	national
calcul	calcul
intensif	intensif
société	société
civile	civil
porte	porte
politique	politique
nationale	national
académique	académique
domaine	domaine
calcul	calcul
intensif	intensif
deuxième	deuxième
composante	composant
infrastructure	infrastructure
européenne	européen
calcul	calcul
intensif	intensif
prace	prac
équipement	équipemer
exceptionnel	exceptionnel
exploité	exploité
équipes	équipe
opérationnelles	opérationnel
grand	grand
centre	centre
calcul	calcul
tgcc	tgcc
cea	ceer
bruyères-le-châtel	bruyères-le-châtel
près	près
paris	pari
dispose	disposer
puissance	puissance
calcul	calcul
lui	luire
permettant	permettre
lire	lire
milliards	milliard
livres	livre
seule	seul
seconde	second
outre	outre
capable	capable
stocker	stocker
7600	7600
ans	an
fichiers	fichier
mp3	mp3
vitesse	vitesse
100000	100000
fois	fois
supérieure	supérieur
celle	celui
connexion	connexion
adsl	adsl
haut	haut
débit	débit
mis	mettre
disposition	disposition
communauté	communauté
scientifique	scientifique
genci	genci
moyens	moyen
calcul	calcul
ores	ore
déjà	déjà
permis	permettre
franchir	franchir
nouvelle	nouveau
étape	étape
possibilité	possibiliter
simuler	simuler
mécanismes	mécanisme
chimiques	chimique
intimes	intime
maladie	maladie
alzheimer	alzheimer
touche	touche
20	20
millions	million
personnes	personne
monde	mond
rappelé	rappeler
discours	discours
ministre	ministre
enseignement	enseignement
supérieur	supérieur
supercalculateurs	supercalculateur
imposés	imposer
désormais	désormais
grands	grand
instruments	instrument
indispensables	indispensable
académique	académique
instar	instar
grands	grand
télescopes	télescope
accélérateurs	accélérateur
particules	particule
modélisation	modélisation
simulation	simulation
numérique	numérique
outils	outil
essentiels	essentiel
complément	complément
théorie	théorie
expérimentation	expérimentation
calcul	calcul
haute	haute
performance	performance
permet	permettre
notamment	notamment
prévision	prévision
météorologique	météorologique
évaluation	évaluation
risques	risque
naturels	naturel
optimisation	optimisation
prospection	prospection
pétrolière	pétrolier
qualification	qualification
nouveaux	nouveau
concepts	concept
matériaux	matérial
mesure	mesure
leur	son
résistance	résistance
mise	mise
point	point
séquences	séquence
3d	3d
multimedia	multimedia
développement	développemer
médicaments	médicament
ciblés	cibler
réduction	réduction
temps	temps
conception	conception
validation	validation
certains	certain
composants	composant
secteurs	secteur
automobile	automobile
aéronautique	aéronautique
spatial	spatial
importance	importanc
stratégique	stratégique
vaut	valoir
enjeux	enjeux
industriels	industriel
accès	accès
simulation	simulation
haute	haute
performance	performance
puissance	puissanc
calcul	calcul
éléments	élément
clés	cler
notre	notre
compétitivité	compétitivité
souligné	souligner
genevieve	geneviev
fioraso	fioraso
simulation	simulation
n	n
est-elle	est-ell
pas	pas
principaux	principal
outils	outil
sites	site
conception	conception
production	production
nombreuses	nombreux
filières	filière
industrielles	industriel
importance	importanc
disposer	disposer
industrie	industrie
informatique	informatique
rang	rang
mondial	mondial
je	je
suis	être
fier	fier
rôle	rôl
joue	joue
bull	bull
écosystème	écosystèm
français	français
européen	européen
calcul	calcul
intensif	intensif
déclaré	déclarer
ministre	ministre
rappelant	rappeler
écosystème	écosystèm
repose	repose
non	non
seulement	seulement
concepteurs	concepteur
matériels	matériel
développeurs	développeur
logiciels	logiciel
diversité	diversité
fait	faire
sa	son
force	force
a-t-elle	a-t-ell
ajouté	ajouter
est-il	est-il
capital	capital
soutenir	soutenir
type	type
écosystème	écosystèm
tout	tout
sens	sens
initiative	initiativ
hpc-pme	hpc-pm
portée	porter
conjointement	conjointemer
genci	genci
inria	inria
oseo	oseo
promouvoir	promouvoir
développement	développement
calcul	calcul
intensif	intensif
auprès	auprès
pme	pme
précisé	préciser
genevieve	geneviev
fioraso	fioraso
sens	sens
maison	maison
simulation	simulation
httpwwwmaisondelasimulationfr	httpwwwmaisondelasimulationfr
technopole	technopol
teratec	teratec
httpwwwteracteceu	httpwwwteracteceu
construite	construire
autour	autour
tgcc	tgcc
industriels	industriel
bull	bull
pme	pme
affronter	affronter
trois	trois
défis	défi
majeurs	majeur
disponibilité	disponibilité
curie	curi
rendue	rendre
possible	possible
grâce	grâce
existence	existence
action	action
genci	genci
fruit	fruit
dynamique	dynamique
engagée	engager
depuis	depuis
cinq	cinq
ans	an
ses	son
associés	associé
cea	ceer
cnrs	cnr
conférence	conférence
président	président
universités	université
inria	inria
ministère	ministère
enseignement	enseignement
supérieur	supérieur
important	important
nous	nous
conservions	conserver
dynamique	dynamique
nous	nous
poursuivions	poursuivre
développement	développemer
certain	certain
nombre	nombre
investissements	investissement
notre	notre
pays	pays
estimé	estimer
bernard	bernard
bigot	bigot
administrateur	administrateur
général	général
cea	cea
celui-ci	celui-ci
rappelé	rappeler
chaque	chaque
fois	fois
capacités	capacité
nouvelles	nouveau
calcul	calcul
curie	curie
offertes	offrir
chercheurs	chercheur
expériences	expérience
ceux-ci	celui-ci
savent	savoir
utiliser	utiliser
bon	bon
escient	escient
dynamique	dynamique
autant	autant
importante	important
elle	lui
inscrit	inscrire
histoire	histoire
européenne	européen
science	science
technologie	technologie
laquelle	lequel
france	france
joué	jouer
joue	joue
rôle	rôle
premier	premier
plan	plan
concernant	concerner
calcul	calcul
scientifique	scientifique
haute	haute
performance	performance
grandes	grand
actions	action
niveau	niveau
européens	européen
4	4
pc	pc
première	premier
plateforme	plateform
technologique	technologique
européenne	européen
calcul	calcul
haute	haute
performance	performance
laquelle	lequel
participe	participe
bull	bull
autres	autre
entreprises	entreprise
européennes	européen
grands	grand
centres	centre
cea	ceer
universités	université
prace	prac
regroupe	regrouper
24	24
pays	pays
présidence	présidence
assurée	assurer
ans	an
catherine	catherine
rivière	rivièr
présidente	président
genci	genci
nous	nous
voulons	vouloir
rester	rester
coeur	coeur
compétition	compétition
internationale	international
nous	nous
devons	devoir
pouvoir	pouvoir
affronter	affronter
trois	trois
défis	défi
majeurs	majeur
soutenir	soutenir
durée	durer
effort	effort
française	français
domaine	domaine
calcul	calcul
intensif	intensif
utilisation	utilisation
participer	participer
grandes	grand
coopérations	coopération
internationales	international
favoriser	favoriser
innovation	innovation
technologique	technologique
france	france
europe	europ
déclaré	déclarer
catherine	catherine
rivière	rivièr
curie	curi
occupe	occupe
9ème	9èm
place	place
classement	classement
mondial	mondial
supercalculateurs	supercalculateur
avancées	avancé
exceptionnelles	exceptionnel
ores	ore
déjà	déjà
réalisées	réaliser
équipes	équiper
celle	celui
michel	michel
caffarel	caffarel
laboratoire	laboratoir
chimie	chimie
physique	physique
quantiques	quantique
université	université
toulouse	toulous
projet	projet
phare	phare
développement	développemer
méthode	méthode
originale	original
simuler	simuler
efficacement	efficacement
processus	processus
chimiques	chimique
oeuvre	oeuvr
molécules	molécule
complexes	complexe
or	or
point	point
fort	fort
approche	approche
particulièrement	particulièrement
bien	bien
adaptée	adapter
ordinateurs	ordinateur
pétaflopiques	pétaflopique
curie	curi
ordinateurs	ordinateur
exaflopiques	exaflopique
demain	demain
décembre	décembre
utilisant	utiliser
ensemble	ensembl
ressources	ressource
curie	curie
nous	nous
avons	avoir
montrer	montrer
précision	précision
nécessaire	nécessaire
description	description
réaliste	réaliste
molécule-clef	molécule-clef
impliquée	impliquer
développement	développement
maladie	maladie
alzheimer	alzheimer
bêta-amyloïde	bêta-amyloïde
était	être
désormais	désormais
accessible	accessible
résume	résumer
chercheur	chercheur
bilan	bilan
maîtrise	maîtris
risques	risque
cea	ceer
exercice	exercice
unique	unique
genre	genre
bilan	bilan
maîtrise	maîtris
risques	risque
cea	ceer
exercice	exercice
unique	unique
genre	genre
chaque	chaque
année	année
pôle	pôle
maîtrise	maîtris
risque	risque
cea	ceer
présenté	présenter
bilan	bilan
juin	juin
1	1
exigence	exigence
incontournable	incontournable
sa	son
directrice	directrice
edwige	edwige
bonnevie	bonnevie
définit	définit
démarche	démarch
elle	lui
apparente	apparent
principe	principe
précaution	précaution
mérite	mérite
autant	autant
montrée	montrer
exemple	exemple
elle	lui
n	ne
pas	pas
véritablement	véritablement
équivalent	équivaloir
quel	quel
établissement	établissement
peut	pouvoir
targuer	targuer
identifier	identifier
évaluer	évaluer
hiérarchiser	hiérarchiser
scrupuleusement	scrupuleusement
chaque	chaque
année	année
risques	risque
éventuels	éventuel
liés	lier
ses	son
activités	activité
aucun	aucun
quand	quand
bien	bien
même	même
irions-nous	irions-nous
jeter	jeter
oeil	oeil
côté	côté
industriels	industriel
voir	voir
y	y
fait	faire
termes	terme
maîtrise	maîtrise
risques	risque
nous	nous
serions	être
bien	bien
mal	mal
trouver	trouver
exemples	exemple
comparables	comparable
après	après
avoir	avoir
rappelé	rappeler
2011	2011
aura	avoir
année	année
dense	dense
profondément	profondément
marquée	marquer
accident	accident
nucléaire	nucléaire
survenu	survenu
centrale	central
fukushima	fukushima
daïchi	daïchi
suite	suite
séisme	séisme
11	11
mars	mars
2011	2011
tsunami	tsunami
dévasté	dévasté
région	région
japon	japon
lequel	lequel
cea	ceer
fortement	fortement
mobilisé	mobiliser
ses	son
experts	expert
répondre	répondre
attentes	attente
pouvoirs	pouvoir
publics	public
médias	média
edwige	edwige
bonnevie	bonnevie
indiqué	indiquer
agissait	agir
néanmoins	néanmoins
bonne	bon
année	année
matière	matière
maîtrise	maîtris
risques	risque
cea	ceer
suite	suite
catastrophe	catastrophe
fukushima	fukushima
cea	ceer
demande	demande
premier	premier
ministre	ministre
réussi	réussir
délais	délai
courts	court
soumettre	soumettre
cinq	cinq
2	2
ses	son
installations	installation
nucléaires	nucléaire
evaluations	evaluation
complémentaires	complémentaire
sûreté	sûreter
travail	travail
nos	notre
équipes	équipe
réalisées	réaliser
conformément	conformément
cahier	cahier
charges	charge
calendrier	calendrier
établis	établir
autorité	autorité
sûreté	sûreté
nucléaire	nucléaire
asn	asn
a-t-elle	a-t-ell
souligné	souligner
sinon	sinon
aucun	aucun
incident	incident
supérieur	supérieur
niveau	niveau
1	1
échelle	échelle
ines	ine
n	n
rencontré	rencontrer
installations	installation
nucléaires	nucléaire
quant	quant
impact	impact
environnement	environnement
activités	activité
cea	ceer
resté	rester
niveaux	niveal
faibles	faible
niveaux	niveal
bas	bas
concernant	concerner
accidents	accident
travail	travail
résultats	résultat
dosimétrie	dosimétrie
autant	autant
face	face
bons	bon
résultats	résultat
edwige	edwige
bonnevie	bonnevie
sait	savoir
ne	ne
faut	falloir
pas	pas
crier	crier
victoire	victoire
domaines	domaine
rien	rien
n	ne
jamais	jamais
définitivement	définitivement
acquis	acquérir
faut-il	faut-il
poursuivre	poursuivre
efforts	effort
tous	tout
niveaux	niveau
maintenir	maintenir
pression	pression
risques	risque
dérive	dériv
importants	important
a-t-elle	a-t-ell
souligné	souligner
--	--
1	1
voir	voir
article	article
maîtriser	maîtriser
risques	risque
exigence	exigence
cea	ceer
be	b
france	france
247	247
httpwwwbulletins-electroniquescomactualites64561htm	httpwwwbulletins-electroniquescomactualites64561htm
2	2
cadarache	cadarache
réacteur	réacteur
jules	jule
horowitz	horowitz
rjh	rjh
construction	construction
atelier	atelier
technologies	technologier
plutonium	plutonium
atpu	atpu
démantèlement	démantèlemer
réacteur	réacteur
masurca	masurca
exploitation	exploitation
marcoule	marcoul
réacteur	réacteur
phénix	phénix
arrêt	arrêt
saclay	saclay
réacteur	réacteur
osiris	osiri
exploitation	exploitation
météo	météo
mieux	mieux
prévoir	prévoir
événements	événement
extrêmes	extrême
pourtour	pourtour
méditerranéen	méditerranéen
météo	météo
mieux	mieux
prévoir	prévoir
événements	événement
extrêmes	extrême
pourtour	pourtour
méditerranéen	méditerranéen
première	premier
campagne	campagne
mesures	mesure
intensives	intensif
programme	programm
international	international
hymex	hyme
vient	venir
commencer	commencer
6	6
novembre	novembre
prochain	prochain
avions	avion
bateaux	bateal
radars	radar
sondes	sonde
tout	tout
près	près
200	200
moyens	moyen
observations	observation
vont	aller
déployés	déployé
airs	air
mer	mer
terre	terre
collecter	collecter
maximum	maximum
données	donnée
toute	tout
méditerranée	méditerraner
nord-occidentale	nord-occidental
france	france
italie	itali
espagne	espagn
programme	programm
lancé	lancer
2010	2010
coordonné	coordonner
météo-france	météo-france
cnrs	cnrs
ailleurs	ailleurs
inscrit	inscrire
programme	programm
interdisciplinaire	interdisciplinaire
mistrals	mistral
vise	vise
améliorer	améliorer
compréhension	compréhension
cycle	cycle
eau	eau
méditerranée	méditerraner
afin	afin
notamment	notamment
améliorer	améliorer
prévision	prévision
risques	risque
hydrométéorologiques	hydrométéorologique
pluies	pluie
intenses	intense
crues	crue
rapides	rapide
vents	vent
violents	violent
sécheresses	sécheresse
provoquent	provoquer
façon	façon
récurrente	récurrent
importants	important
dégâts	dégât
tout	tout
pourtour	pourtour
méditerranéen	méditerranéen
septembre	septembre
1992	1992
inondations	inondation
meurtrières	meurtrier
vaison-la-romaine	vaison-la-romain
département	département
vaucluse	vauclus
sud-est	sud-est
france	france
dix	dix
ans	an
tard	tard
septembre	septembre
2002	2002
département	département
gard	gard
frappé	frappé
tour	tour
type	typ
événement	événement
extrême	extrême
alors	alors
juin	juin
2010	2010
tour	tour
département	département
var	var
subir	subir
même	même
sort	sort
midi	midi
france	france
fréquemment	fréquemment
affecté	affecter
crues	croire
italie	italie
espagne	espagn
pays	pay
afrique	afriqu
nord	nord
connaissent	connaître
même	même
phénomène	phénomène
situation	situation
autant	autant
préoccupante	préoccupant
rapport	rapport
datant	dater
2007	2007
giec	giec
groupe	groupe
expert	expert
intergouvernemental	intergouvernemental
évolution	évolution
climat	climat
indique	indique
bassin	bassin
méditerranéen	méditerranéen
pourrait	pouvoir
connaître	connaître
recrudescence	recrudescence
épisodes	épisode
sécheresses	sécheresse
années	année
venir	venir
fréquence	fréquence
phénomène	phénomène
hydrométéorologiques	hydrométéorologique
pourraient	pouvoir
alors	alors
augmenter	augmenter
or	or
région	région
monde	mond
fortement	fortement
urbanisée	urbaniser
population	population
concentrée	concentrer
rivages	rivage
mer	mer
méditerranée	méditerraner
souffrant	souffrir
manque	manqu
eau	eau
chronique	chronique
alors	alors
elle	lui
régions	région
visitées	visiter
monde	monde
100	100
millions	million
touristes	touriste
y	y
viennent	venir
chaque	chaque
année	année
nombre	nombre
ne	ne
cesse	cesser
augmenter	augmenter
changements	changement
pourraient	pouvoir
avoir	avoir
conséquences	conséquence
environnementales	environnemental
sociétales	sociétal
économiques	économique
politiques	politique
considérables	considérable
trois	trois
phases	phase
observations	observation
nécessité	nécessité
surveiller	surveiller
quantifier	quantifier
vulnérabilité	vulnérabilité
région	région
afin	afin
pouvoir	pouvoir
élaborer	élaborer
scénarios	scénario
adaptation	adaptation
contexte	contexte
changement	changement
climatique	climatique
raison	raison
laquelle	lequel
année	année
2010	2010
vu	voir
lancement	lancement
hymex	hyme
programme	programm
international	international
durée	durée
dix	dix
ans	an
auquel	auquel
participent	participer
près	près
400	400
scientifiques	scientifique
disciplines	discipline
différentes	différent
300	300
terrain	terrain
issus	issu
vingtaine	vingtaine
pays	pay
hymex	hyme
vise	vise
améliorer	améliorer
compréhension	compréhension
modélisation	modélisation
cycle	cycle
eau	eau
méditerranée	méditerraner
particulier	particulier
prévisions	prévision
projections	projectier
climatiques	climatique
événements	événement
hydrométéorologiques	hydrométéorologique
extrêmes	extrême
évaluer	évaluer
vulnérabilité	vulnérabilité
sociale	social
économique	économique
sociétés	société
méditerranéennes	méditerranéen
événements	événement
extrêmes	extrême
leur	son
capacité	capacité
adaptation	adaptation
résume	résum
philippe	philippe
drobinski	drobinski
directeur	directeur
cnrs	cnr
laboratoire	laboratoir
météorologie	météorologie
dynamique	dynamique
institut	institut
